"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"março 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"98,6"
"abril 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"97,7"
"maio 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"105,4"
"junho 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"94,1"
"julho 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"105,5"
"agosto 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"103,1"
"setembro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"104,1"
"outubro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"114,0"
"novembro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"78,2"
"dezembro 2010";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2010";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2010";"Bahia";"3.20C Fabricação de outros produtos químicos";"68,9"
"janeiro 2011";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2011";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2011";"Bahia";"3.20C Fabricação de outros produtos químicos";"77,8"
"fevereiro 2011";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2011";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2011";"Bahia";"3.20C Fabricação de outros produtos químicos";"50,9"
"março 2011";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2011";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"março 2011";"Bahia";"3.20C Fabricação de outros produtos químicos";"86,7"
"abril 2011";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2011";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2011";"Bahia";"3.20C Fabricação de outros produtos químicos";"82,9"
